Date,Close
8/24/2015 16:00,50.34
8/25/2015 16:00,49.88
8/26/2015 16:00,52.28
8/27/2015 16:00,53.44
8/28/2015 16:00,53.28
8/31/2015 16:00,53.48
9/1/2015 16:00,50.94
9/2/2015 16:00,51.75
9/3/2015 16:00,51.79
9/4/2015 16:00,50.59
9/8/2015 16:00,51.65
9/9/2015 16:00,50.88
9/10/2015 16:00,51.07
9/11/2015 16:00,51.1
9/14/2015 16:00,50.98
9/15/2015 16:00,52
9/16/2015 16:00,52.59
9/17/2015 16:00,51.65
9/18/2015 16:00,50.29
9/21/2015 16:00,50.71
9/22/2015 16:00,50.38
9/23/2015 16:00,50.12
9/24/2015 16:00,49.13
9/25/2015 16:00,50.55
9/28/2015 16:00,49.03
9/29/2015 16:00,49
9/30/2015 16:00,49.61
10/1/2015 16:00,49.89
10/2/2015 16:00,49.88
10/5/2015 16:00,51.16
10/6/2015 16:00,51.06
10/7/2015 16:00,51.32
10/8/2015 16:00,51.65
10/9/2015 16:00,51.38
10/12/2015 16:00,51.28
10/13/2015 16:00,51.21
10/14/2015 16:00,50.72
10/15/2015 16:00,52.97
10/16/2015 16:00,52.69
10/19/2015 16:00,52.86
10/20/2015 16:00,52.84
10/21/2015 16:00,51.81
10/22/2015 16:00,52.51
10/23/2015 16:00,53.64
10/26/2015 16:00,53.11
10/27/2015 16:00,52.61
10/28/2015 16:00,54.73
10/29/2015 16:00,53.66
10/30/2015 16:00,53.17
11/2/2015 16:00,53.83
11/3/2015 16:00,54.16
11/4/2015 16:00,53.83
11/5/2015 16:00,54.15
11/6/2015 16:00,55.87
11/9/2015 16:00,55.71
11/10/2015 16:00,55.8
11/11/2015 16:00,54.9
11/12/2015 16:00,53.46
11/13/2015 16:00,53.17
11/16/2015 16:00,53.69
11/17/2015 16:00,53.49
11/18/2015 16:00,54.98
11/19/2015 16:00,55.06
11/20/2015 16:00,54.75
11/23/2015 16:00,54.28
11/24/2015 16:00,54.18
11/25/2015 16:00,54.08
11/27/2015 16:00,54.21
11/30/2015 16:00,54.09
12/1/2015 16:00,54.88
12/2/2015 16:00,54.14
12/3/2015 16:00,53.51
12/4/2015 16:00,55.09
12/7/2015 16:00,54.4
12/8/2015 16:00,53.39
12/9/2015 16:00,52.81
12/10/2015 16:00,52.65
12/11/2015 16:00,51.11
12/14/2015 16:00,51.1
12/15/2015 16:00,52.52
12/16/2015 16:00,53.9
12/17/2015 16:00,52.84
12/18/2015 16:00,51.21
12/21/2015 16:00,51.79
12/22/2015 16:00,52.01
12/23/2015 16:00,52.63
12/24/2015 16:00,52.71
12/28/2015 16:00,52.38
12/29/2015 16:00,52.98
12/30/2015 16:00,52.3
12/31/2015 16:00,51.75
1/4/2016 16:00,51.13
1/5/2016 16:00,50.86
1/6/2016 16:00,50.12
1/7/2016 16:00,47.56
1/8/2016 16:00,46.13
1/11/2016 16:00,46.85
1/12/2016 16:00,46.88
1/13/2016 16:00,45.19
1/14/2016 16:00,45.38
1/15/2016 16:00,42.47
1/19/2016 16:00,41.94
1/20/2016 16:00,40.49
1/21/2016 16:00,40.15
1/22/2016 16:00,41.06
1/25/2016 16:00,39.55
1/26/2016 16:00,40.5
1/27/2016 16:00,40.56
1/28/2016 16:00,40.39
1/29/2016 16:00,42.58
2/1/2016 16:00,42.48
2/2/2016 16:00,40.42
2/3/2016 16:00,40.36
2/4/2016 16:00,40.79
2/5/2016 16:00,39.86
2/8/2016 16:00,37.81
2/9/2016 16:00,37.51
2/10/2016 16:00,37.41
2/11/2016 16:00,34.98
2/12/2016 16:00,37.54
2/16/2016 16:00,38.89
2/17/2016 16:00,39.78
2/18/2016 16:00,38.92
2/19/2016 16:00,38.99
2/22/2016 16:00,39.52
2/23/2016 16:00,38.22
2/24/2016 16:00,38.09
2/25/2016 16:00,38.62
2/26/2016 16:00,39.5
2/29/2016 16:00,38.85
3/1/2016 16:00,41.27
3/2/2016 16:00,42.22
3/3/2016 16:00,42.83
3/4/2016 16:00,42.83
3/7/2016 16:00,42.61
3/8/2016 16:00,41.05
3/9/2016 16:00,41.15
3/10/2016 16:00,41.37
3/11/2016 16:00,42.99
3/14/2016 16:00,42.67
3/15/2016 16:00,42.59
3/16/2016 16:00,42.23
3/17/2016 16:00,42.85
3/18/2016 16:00,43.54
3/21/2016 16:00,43.6
3/22/2016 16:00,43.38
3/23/2016 16:00,42.37
3/24/2016 16:00,41.94
3/28/2016 16:00,41.92
3/29/2016 16:00,41.72
3/30/2016 16:00,41.88
3/31/2016 16:00,41.75
4/1/2016 16:00,42.47
4/4/2016 16:00,42.06
4/5/2016 16:00,41.51
4/6/2016 16:00,41.86
4/7/2016 16:00,40.27
4/8/2016 16:00,40.47
4/11/2016 16:00,41.12
4/12/2016 16:00,41.9
4/13/2016 16:00,44.25
4/14/2016 16:00,44.98
4/15/2016 16:00,44.92
4/18/2016 16:00,45.11
4/19/2016 16:00,45.63
4/20/2016 16:00,46.74
4/21/2016 16:00,46.6
4/22/2016 16:00,46.97
4/25/2016 16:00,46.69
4/26/2016 16:00,47.1
4/27/2016 16:00,47.33
4/28/2016 16:00,46.73
4/29/2016 16:00,46.28
5/2/2016 16:00,46.68
5/3/2016 16:00,45.57
5/4/2016 16:00,44.66
5/5/2016 16:00,44.23
5/6/2016 16:00,44.41
5/9/2016 16:00,43.89
5/10/2016 16:00,44.84
5/11/2016 16:00,44.47
5/12/2016 16:00,44
5/13/2016 16:00,43.11
5/16/2016 16:00,43.15
5/17/2016 16:00,43.7
5/18/2016 16:00,45.87
5/19/2016 16:00,45.06
5/20/2016 16:00,44.9
5/23/2016 16:00,45.11
5/24/2016 16:00,45.86
5/25/2016 16:00,46.94
5/26/2016 16:00,46.11
5/27/2016 16:00,46.58
5/31/2016 16:00,46.57
6/1/2016 16:00,46.94
6/2/2016 16:00,46.97
6/3/2016 16:00,45.39
6/6/2016 16:00,45.74
6/7/2016 16:00,45.54
6/8/2016 16:00,45.56
6/9/2016 16:00,45.01
6/10/2016 16:00,43.9
6/13/2016 16:00,43.16
6/14/2016 16:00,41.96
6/15/2016 16:00,42.01
6/16/2016 16:00,42.12
6/17/2016 16:00,42.48
6/20/2016 16:00,42.8
6/21/2016 16:00,42.92
6/22/2016 16:00,42.68
6/23/2016 16:00,44.46
6/24/2016 16:00,40.3
6/27/2016 16:00,38.48
6/28/2016 16:00,40.44
6/29/2016 16:00,42.12
6/30/2016 16:00,42.39
7/1/2016 16:00,42.17
7/5/2016 16:00,40.78
7/6/2016 16:00,41.06
7/7/2016 16:00,41.29
7/8/2016 16:00,41.98
7/11/2016 16:00,42.29
7/12/2016 16:00,43.44
7/13/2016 16:00,43.33
7/14/2016 16:00,44.45
7/15/2016 16:00,44.33
7/18/2016 16:00,44.57
7/19/2016 16:00,44.35
7/20/2016 16:00,44.47
7/21/2016 16:00,44.13
7/22/2016 16:00,44.3
7/25/2016 16:00,44.04
7/26/2016 16:00,44.15
7/27/2016 16:00,44.29
7/28/2016 16:00,44.08
7/29/2016 16:00,43.81
8/1/2016 16:00,43.42
8/2/2016 16:00,42.99
8/3/2016 16:00,43.89
8/4/2016 16:00,43.84
8/5/2016 16:00,45.72
8/8/2016 16:00,45.96
8/9/2016 16:00,45.9
8/10/2016 16:00,45.45
8/11/2016 16:00,45.73
8/12/2016 16:00,45.58
8/15/2016 16:00,46.39
8/16/2016 16:00,46.62
8/17/2016 16:00,46.63
8/18/2016 16:00,46.5
8/19/2016 16:00,46.53
8/22/2016 16:00,46.66
8/23/2016 16:00,46.59
8/24/2016 16:00,46.66
8/25/2016 16:00,46.72
8/26/2016 16:00,47.11
8/29/2016 16:00,47.26
8/30/2016 16:00,47.9
8/31/2016 16:00,47.74
9/1/2016 16:00,47.36
9/2/2016 16:00,47.51
9/6/2016 16:00,47.29
9/7/2016 16:00,47.48
9/8/2016 16:00,47.79
9/9/2016 16:00,47.17
9/12/2016 16:00,47.79
9/13/2016 16:00,46.92
9/14/2016 16:00,46.75
9/15/2016 16:00,47.08
9/16/2016 16:00,46.41
9/19/2016 16:00,46.59
9/20/2016 16:00,46.54
9/21/2016 16:00,46.9
9/22/2016 16:00,47.11
9/23/2016 16:00,47.15
9/26/2016 16:00,45.89
9/27/2016 16:00,46.37
9/28/2016 16:00,46.87
9/29/2016 16:00,45.8
9/30/2016 16:00,47.23
10/3/2016 16:00,47.03
10/4/2016 16:00,47.75
10/5/2016 16:00,48.65
10/6/2016 16:00,49.07
10/7/2016 16:00,49.28
10/10/2016 16:00,49.55
10/11/2016 16:00,48.99
10/12/2016 16:00,48.7
10/13/2016 16:00,48.47
10/14/2016 16:00,48.61
10/17/2016 16:00,48.6
10/18/2016 16:00,48.99
10/19/2016 16:00,49.48
10/20/2016 16:00,49.58
10/21/2016 16:00,49.57
10/24/2016 16:00,49.58
10/25/2016 16:00,49.59
10/26/2016 16:00,50.01
10/27/2016 16:00,49.93
10/28/2016 16:00,49.56
10/31/2016 16:00,49.15
11/1/2016 16:00,48.94
11/2/2016 16:00,48.54
11/3/2016 16:00,48.19
11/4/2016 16:00,48.17
11/7/2016 16:00,49.82
11/8/2016 16:00,49.91
11/9/2016 16:00,51.59
11/10/2016 16:00,53.61
11/11/2016 16:00,52.83
11/14/2016 16:00,54.68
11/15/2016 16:00,55.45
11/16/2016 16:00,54.63
11/17/2016 16:00,55.45
11/18/2016 16:00,55.46
11/21/2016 16:00,55.54
11/22/2016 16:00,56.1
11/23/2016 16:00,56.69
11/25/2016 16:00,56.78
11/28/2016 16:00,55.47
11/29/2016 16:00,55.52
11/30/2016 16:00,56.39
12/1/2016 16:00,57.27
12/2/2016 16:00,56.02
12/5/2016 16:00,57.28
12/6/2016 16:00,57.92
12/7/2016 16:00,59.06
12/8/2016 16:00,60.15
12/9/2016 16:00,60.04
12/12/2016 16:00,59.55
12/13/2016 16:00,59.79
12/14/2016 16:00,59.45
12/15/2016 16:00,60.23
12/16/2016 16:00,59.75
12/19/2016 16:00,59.66
12/20/2016 16:00,60.8
12/21/2016 16:00,60.75
12/22/2016 16:00,60.49
12/23/2016 16:00,60.99
12/27/2016 16:00,61.09
12/28/2016 16:00,60.04
12/29/2016 16:00,59.38
12/30/2016 16:00,59.43
1/3/2017 16:00,60.59
1/4/2017 16:00,61.41
1/5/2017 16:00,60.34
1/6/2017 16:00,60.55
1/9/2017 16:00,60.22
1/10/2017 16:00,60.23
1/11/2017 16:00,59.96
1/12/2017 16:00,59.23
1/13/2017 16:00,59.63
1/17/2017 16:00,58.38
1/18/2017 16:00,57.39
1/19/2017 16:00,56.66
1/20/2017 16:00,56.11
1/23/2017 16:00,55.68
1/24/2017 16:00,56.74
1/25/2017 16:00,57.69
1/26/2017 16:00,57.36
1/27/2017 16:00,57.11
1/30/2017 16:00,56.61
1/31/2017 16:00,55.83
2/1/2017 16:00,56.05
2/2/2017 16:00,55.98
2/3/2017 16:00,57.76
2/6/2017 16:00,57.64
2/7/2017 16:00,57.19
2/8/2017 16:00,56.32
2/9/2017 16:00,57.26
2/10/2017 16:00,57.63
2/13/2017 16:00,58.95
2/14/2017 16:00,59.83
2/15/2017 16:00,60.5
2/16/2017 16:00,60.38
2/17/2017 16:00,60.17
2/21/2017 16:00,60.55
2/22/2017 16:00,60.62
2/23/2017 16:00,60.62
2/24/2017 16:00,59.56
2/27/2017 16:00,60.02
2/28/2017 16:00,59.81
3/1/2017 16:00,61.54
3/2/2017 16:00,60.63
3/3/2017 16:00,61
3/6/2017 16:00,60.28
3/7/2017 16:00,60.5
3/8/2017 16:00,61.11
3/9/2017 16:00,61.55
3/10/2017 16:00,61.49
3/13/2017 16:00,61.53
3/14/2017 16:00,61.44
3/15/2017 16:00,60.84
3/16/2017 16:00,61.15
3/17/2017 16:00,60.37
3/20/2017 16:00,59.59
3/21/2017 16:00,58.04
3/22/2017 16:00,57.77
3/23/2017 16:00,58.05
3/24/2017 16:00,58.07
3/27/2017 16:00,58.33
3/28/2017 16:00,59.42
3/29/2017 16:00,59.39
3/30/2017 16:00,60.51
3/31/2017 16:00,59.82
4/3/2017 16:00,59.68
4/4/2017 16:00,59.68
4/5/2017 16:00,59.59
4/6/2017 16:00,59.89
4/7/2017 16:00,59.43
4/10/2017 16:00,59.28
4/11/2017 16:00,59.03
4/12/2017 16:00,58.51
4/13/2017 16:00,58.04
4/17/2017 16:00,58.99
4/18/2017 16:00,58.42
4/19/2017 16:00,57.73
4/20/2017 16:00,58.41
4/21/2017 16:00,57.72
4/24/2017 16:00,59.44
4/25/2017 16:00,60.21
4/26/2017 16:00,60.1
4/27/2017 16:00,59.39
4/28/2017 16:00,59.12
5/1/2017 16:00,59.46
5/2/2017 16:00,59.71
5/3/2017 16:00,60.24
5/4/2017 16:00,60.21
5/5/2017 16:00,60.24
5/8/2017 16:00,60.5
5/9/2017 16:00,60.23
5/10/2017 16:00,60.37
5/11/2017 16:00,60.7
5/12/2017 16:00,61.07
5/15/2017 16:00,61.42
5/16/2017 16:00,62.49
5/17/2017 16:00,59.98
5/18/2017 16:00,60.08
5/19/2017 16:00,61.1
5/22/2017 16:00,61.06
5/23/2017 16:00,61.71
5/24/2017 16:00,62.27
5/25/2017 16:00,61.95
5/26/2017 16:00,62.07
5/30/2017 16:00,61.64
5/31/2017 16:00,60.54
6/1/2017 16:00,61.08
6/2/2017 16:00,61.11
6/5/2017 16:00,61.25
6/6/2017 16:00,61.01
6/7/2017 16:00,61.88
6/8/2017 16:00,63.21
6/9/2017 16:00,64.45
6/12/2017 16:00,64.32
6/13/2017 16:00,64.69
6/14/2017 16:00,64.72
6/15/2017 16:00,64.1
6/16/2017 16:00,63.89
6/19/2017 16:00,64.48
6/20/2017 16:00,63.91
6/21/2017 16:00,63.83
6/22/2017 16:00,63.62
6/23/2017 16:00,63.41
6/26/2017 16:00,63.78
6/27/2017 16:00,64.23
6/28/2017 16:00,65.18
6/29/2017 16:00,66.98
6/30/2017 16:00,66.88
7/3/2017 16:00,68.26
7/5/2017 16:00,68.45
7/6/2017 16:00,67.63
7/7/2017 16:00,67.91
7/10/2017 16:00,67.65
7/11/2017 16:00,66.82
7/12/2017 16:00,66.92
7/13/2017 16:00,67.02
7/14/2017 16:00,66.72
7/17/2017 16:00,66.83
7/18/2017 16:00,66.89
7/19/2017 16:00,66.7
7/20/2017 16:00,66.36
7/21/2017 16:00,66
7/24/2017 16:00,66.1
7/25/2017 16:00,68.03
7/26/2017 16:00,67.98
7/27/2017 16:00,67.6
7/28/2017 16:00,67.43
7/31/2017 16:00,68.45
8/1/2017 16:00,69.6
8/2/2017 16:00,69.42
8/3/2017 16:00,68.13
8/4/2017 16:00,68.98
8/7/2017 16:00,69.04
8/8/2017 16:00,68.88
8/9/2017 16:00,68.43
8/10/2017 16:00,67.22
8/11/2017 16:00,66.8
8/14/2017 16:00,67.89
8/15/2017 16:00,67.97
8/16/2017 16:00,67.71
8/17/2017 16:00,66.6
8/18/2017 16:00,66.58
8/21/2017 16:00,65.95
8/22/2017 16:00,66.85
8/23/2017 16:00,67.23
8/24/2017 16:00,67.69
8/25/2017 16:00,67.85
8/28/2017 16:00,67.81
8/29/2017 16:00,67.48
8/30/2017 16:00,68.01
8/31/2017 16:00,68.03
9/1/2017 16:00,68.58
9/5/2017 16:00,67.16
9/6/2017 16:00,67.32
9/7/2017 16:00,66.06
9/8/2017 16:00,66.17
9/11/2017 16:00,67.71
9/12/2017 16:00,68.79
9/13/2017 16:00,69.39
9/14/2017 16:00,69.24
9/15/2017 16:00,69.04
9/18/2017 16:00,70.6
9/19/2017 16:00,71.15
9/20/2017 16:00,71.46
9/21/2017 16:00,71.76
9/22/2017 16:00,71.4
9/25/2017 16:00,70.84
9/26/2017 16:00,70.94
9/27/2017 16:00,72.28
9/28/2017 16:00,72.65
9/29/2017 16:00,72.74
10/2/2017 16:00,73.8
10/3/2017 16:00,74.13
10/4/2017 16:00,74.06
10/5/2017 16:00,75.72
10/6/2017 16:00,75.64
10/9/2017 16:00,75.39
10/10/2017 16:00,75.18
10/11/2017 16:00,74.94
10/12/2017 16:00,72.37
10/13/2017 16:00,72.11
10/16/2017 16:00,71.77
10/17/2017 16:00,72.19
10/18/2017 16:00,73.12
10/19/2017 16:00,72.88
10/20/2017 16:00,73.53
10/23/2017 16:00,73.53
10/24/2017 16:00,74.24
10/25/2017 16:00,73.62
10/26/2017 16:00,73.79
10/27/2017 16:00,73.87
10/30/2017 16:00,73.78
10/31/2017 16:00,73.5
11/1/2017 16:00,74.03
11/2/2017 16:00,74.74
11/3/2017 16:00,74.05
11/6/2017 16:00,73.8
11/7/2017 16:00,72.71
11/8/2017 16:00,72.34
11/9/2017 16:00,72.43
11/10/2017 16:00,72.25
11/13/2017 16:00,71.99
11/14/2017 16:00,71.53
11/15/2017 16:00,71.73
11/16/2017 16:00,71.67
11/17/2017 16:00,71.33
11/20/2017 16:00,72.05
11/21/2017 16:00,72.38
11/22/2017 16:00,72.26
11/24/2017 13:00,72.02
11/27/2017 16:00,71.39
11/28/2017 16:00,73.7
11/29/2017 16:00,75.04
11/30/2017 16:00,75.5
12/1/2017 16:00,75.51
12/4/2017 16:00,77.1
12/5/2017 16:00,76.54
12/6/2017 16:00,75.44
12/7/2017 16:00,74.98
12/8/2017 16:00,75.71
12/11/2017 16:00,75.85
12/12/2017 16:00,76.15
12/13/2017 16:00,75.14
12/14/2017 16:00,73.92
12/15/2017 16:00,74.77
12/18/2017 16:00,75.67
12/19/2017 16:00,74.7
12/20/2017 16:00,74.66
12/21/2017 16:00,75.82
12/22/2017 16:00,75.49
12/26/2017 16:00,74.78
12/27/2017 16:00,74.89
12/28/2017 16:00,75.08
12/29/2017 16:00,74.41
1/2/2018 16:00,74.36
1/3/2018 16:00,74.59
1/4/2018 16:00,75.51
1/5/2018 16:00,75.41
1/8/2018 16:00,74.53
1/9/2018 16:00,75.31
1/10/2018 16:00,75.65
1/11/2018 16:00,75.56
1/12/2018 16:00,76.84
1/16/2018 16:00,77.11
1/17/2018 16:00,77.47
1/18/2018 16:00,77.39
1/19/2018 16:00,78.3
1/22/2018 16:00,78.59
1/23/2018 16:00,78.55
1/24/2018 16:00,79.45
1/25/2018 16:00,79.44
1/26/2018 16:00,80.08
1/29/2018 16:00,79.96
1/30/2018 16:00,78.62
1/31/2018 16:00,78.48
2/1/2018 16:00,79.2
2/2/2018 16:00,77.02
2/5/2018 16:00,73.27
2/6/2018 16:00,74.82
2/7/2018 16:00,74.99
2/8/2018 16:00,71.87
2/9/2018 16:00,73.68
2/12/2018 16:00,74.76
2/13/2018 16:00,75.18
2/14/2018 16:00,76.71
2/15/2018 16:00,77.08
2/16/2018 16:00,76.82
2/20/2018 16:00,76.46
2/21/2018 16:00,77
2/22/2018 16:00,76.27
2/23/2018 16:00,77.08
2/26/2018 16:00,77.65
2/27/2018 16:00,76.38
2/28/2018 16:00,75.49
3/1/2018 16:00,73.66
3/2/2018 16:00,73.68
3/5/2018 16:00,74.42
3/6/2018 16:00,74.06
3/7/2018 16:00,73.92
3/8/2018 16:00,74.11
3/9/2018 16:00,76.11
3/12/2018 16:00,76.02
3/13/2018 16:00,74.91
3/14/2018 16:00,73.47
3/15/2018 16:00,73.34
3/16/2018 16:00,73.47
3/19/2018 16:00,72.7
3/20/2018 16:00,72.92
3/21/2018 16:00,73.32
3/22/2018 16:00,70.31
3/23/2018 16:00,67.9
3/26/2018 16:00,69.78
3/27/2018 16:00,68.28
3/28/2018 16:00,68.26
3/29/2018 16:00,67.5
4/2/2018 16:00,67.71
4/3/2018 16:00,68.48
4/4/2018 16:00,69.31
4/5/2018 16:00,70.22
4/6/2018 16:00,68.6
4/9/2018 16:00,69.44
4/10/2018 16:00,70.51
4/11/2018 16:00,69.89
4/12/2018 16:00,72.13
4/13/2018 16:00,71.01
4/16/2018 16:00,70.07
4/17/2018 16:00,69.74
4/18/2018 16:00,68.98
4/19/2018 16:00,70.28
4/20/2018 16:00,70
4/23/2018 16:00,69.48
4/24/2018 16:00,69.12
4/25/2018 16:00,69.36
4/26/2018 16:00,69.18
4/27/2018 16:00,68.99
4/30/2018 16:00,68.27
5/1/2018 16:00,68.25
5/2/2018 16:00,67.99
5/3/2018 16:00,67.94
5/4/2018 16:00,67.94
5/7/2018 16:00,68.5
5/8/2018 16:00,71
5/9/2018 16:00,71.95
5/10/2018 16:00,72.57
5/11/2018 16:00,72.86
5/14/2018 16:00,72.62
5/15/2018 16:00,72.68
5/16/2018 16:00,71.95
5/17/2018 16:00,71.56
5/18/2018 16:00,69.96
5/21/2018 16:00,70.43
5/22/2018 16:00,71.08
5/23/2018 16:00,70.24
5/24/2018 16:00,69.31
5/25/2018 16:00,68.44
5/29/2018 16:00,65.71
5/30/2018 16:00,66.68
5/31/2018 16:00,66.69
6/1/2018 16:00,67.28
6/4/2018 16:00,67.34
6/5/2018 16:00,66.76
6/6/2018 16:00,68.23
6/7/2018 16:00,68.45
6/8/2018 16:00,68.47
6/11/2018 16:00,68.11
6/12/2018 16:00,67.61
6/13/2018 16:00,67.29
6/14/2018 16:00,66.16
6/15/2018 16:00,66.34
6/18/2018 16:00,66.75
6/19/2018 16:00,66.78
6/20/2018 16:00,67.38
6/21/2018 16:00,67.63
6/22/2018 16:00,67.2
6/25/2018 16:00,65.75
6/26/2018 16:00,66.31
6/27/2018 16:00,65.46
6/28/2018 16:00,66.88
6/29/2018 16:00,66.92
7/2/2018 16:00,67.16
7/3/2018 13:00,66.06
7/5/2018 16:00,66.56
7/6/2018 16:00,67.14
7/9/2018 16:00,68.94
7/10/2018 16:00,68.23
7/11/2018 16:00,67.91
7/12/2018 16:00,68.51
7/13/2018 16:00,67
7/16/2018 16:00,69.46
7/17/2018 16:00,69.35
7/18/2018 16:00,69.85
7/19/2018 16:00,68.99
7/20/2018 16:00,69.22
7/23/2018 16:00,70.21
7/24/2018 16:00,71.07
7/25/2018 16:00,71.72
7/26/2018 16:00,71.34
7/27/2018 16:00,71.69
7/30/2018 16:00,72.29
7/31/2018 16:00,71.89
8/1/2018 16:00,71.93
8/2/2018 16:00,71.84
8/3/2018 16:00,72.39
8/6/2018 16:00,72.4
8/7/2018 16:00,72.41
8/8/2018 16:00,72.89
8/9/2018 16:00,71.98
8/10/2018 16:00,70.26
8/13/2018 16:00,69.16
8/14/2018 16:00,70.01
8/15/2018 16:00,68.65
8/16/2018 16:00,69.56
8/17/2018 16:00,69.67
8/20/2018 16:00,70.53
8/21/2018 16:00,71.24
8/22/2018 16:00,71.12
8/23/2018 16:00,70.81
8/24/2018 16:00,70.67
8/27/2018 16:00,72.39
8/28/2018 16:00,72.38
8/29/2018 16:00,72.53
8/30/2018 16:00,71.46
8/31/2018 16:00,71.24
9/4/2018 16:00,71.4
9/5/2018 16:00,71.17
9/6/2018 16:00,70.11
9/7/2018 16:00,69.64
9/10/2018 16:00,69.63
9/11/2018 16:00,69.43
9/12/2018 16:00,70.51
9/13/2018 16:00,70.15
9/14/2018 16:00,70.54
9/17/2018 16:00,70.88
