Date,Close
1/2/2015 16:00,54.7
1/5/2015 16:00,53.2
1/6/2015 16:00,52.09
1/7/2015 16:00,52.4
1/8/2015 16:00,53.56
1/9/2015 16:00,52.68
1/12/2015 16:00,52.05
1/13/2015 16:00,51.85
1/14/2015 16:00,51.25
1/15/2015 16:00,50.72
1/16/2015 16:00,51.64
1/20/2015 16:00,52
1/21/2015 16:00,52.1
1/22/2015 16:00,53.77
1/23/2015 16:00,53.26
1/26/2015 16:00,53.58
1/27/2015 16:00,52.97
1/28/2015 16:00,52.16
1/29/2015 16:00,52.76
1/30/2015 16:00,51.92
2/2/2015 16:00,52.81
2/3/2015 16:00,53.45
2/4/2015 16:00,53.03
2/5/2015 16:00,53.67
2/6/2015 16:00,54.45
2/9/2015 16:00,54.21
2/10/2015 16:00,54.57
2/11/2015 16:00,53.9
2/12/2015 16:00,54.86
2/13/2015 16:00,55.33
2/17/2015 16:00,55.37
2/18/2015 16:00,54.52
2/19/2015 16:00,54.56
2/20/2015 16:00,54.83
2/23/2015 16:00,55.1
2/24/2015 16:00,55.37
2/25/2015 16:00,55.33
2/26/2015 16:00,55.15
2/27/2015 16:00,54.79
3/2/2015 16:00,55.55
3/3/2015 16:00,55.45
3/4/2015 16:00,54.82
3/5/2015 16:00,54.84
3/6/2015 16:00,54.59
3/9/2015 16:00,54.67
3/10/2015 16:00,53.29
3/11/2015 16:00,53.7
3/12/2015 16:00,55.59
3/13/2015 16:00,55.34
3/16/2015 16:00,55.73
3/17/2015 16:00,55.91
3/18/2015 16:00,56.17
3/19/2015 16:00,55.51
3/20/2015 16:00,56.01
3/23/2015 16:00,55.78
3/24/2015 16:00,55.35
3/25/2015 16:00,54.54
3/26/2015 16:00,54.5
3/27/2015 16:00,54.12
3/30/2015 16:00,54.77
3/31/2015 16:00,54.4
4/1/2015 16:00,53.94
4/2/2015 16:00,54.37
4/6/2015 16:00,54.08
4/7/2015 16:00,54.02
4/8/2015 16:00,54
4/9/2015 16:00,54.19
4/10/2015 16:00,54.32
4/13/2015 16:00,54.59
4/14/2015 16:00,54.19
4/15/2015 16:00,54.81
4/16/2015 16:00,54.81
4/17/2015 16:00,54.05
4/20/2015 16:00,54.36
4/21/2015 16:00,54.28
4/22/2015 16:00,54.67
4/23/2015 16:00,54.86
4/24/2015 16:00,54.7
4/27/2015 16:00,54.97
4/28/2015 16:00,55.41
4/29/2015 16:00,55.46
4/30/2015 16:00,55.1
5/1/2015 16:00,55.19
5/4/2015 16:00,55.73
5/5/2015 16:00,55.72
5/6/2015 16:00,54.92
5/7/2015 16:00,54.81
5/8/2015 16:00,56.05
5/11/2015 16:00,55.51
5/12/2015 16:00,55.47
5/13/2015 16:00,55.6
5/14/2015 16:00,56.04
5/15/2015 16:00,55.52
5/18/2015 16:00,55.75
5/19/2015 16:00,56.4
5/20/2015 16:00,56.08
5/21/2015 16:00,56.01
5/22/2015 16:00,56
5/26/2015 16:00,55.66
5/27/2015 16:00,56.07
5/28/2015 16:00,56.21
5/29/2015 16:00,55.96
6/1/2015 16:00,56.04
6/2/2015 16:00,56.18
6/3/2015 16:00,56.91
6/4/2015 16:00,56.14
6/5/2015 16:00,56.61
6/8/2015 16:00,56.12
6/9/2015 16:00,56.7
6/10/2015 16:00,57.21
6/11/2015 16:00,57.26
6/12/2015 16:00,57.09
6/15/2015 16:00,56.98
6/16/2015 16:00,57.22
6/17/2015 16:00,57.17
6/18/2015 16:00,57.7
6/19/2015 16:00,57.05
6/22/2015 16:00,57.91
6/23/2015 16:00,57.89
6/24/2015 16:00,57.54
6/25/2015 16:00,57.17
6/26/2015 16:00,57.44
6/29/2015 16:00,56.06
6/30/2015 16:00,56.24
7/1/2015 16:00,56.91
7/2/2015 16:00,56.74
7/6/2015 16:00,56.44
7/7/2015 16:00,56.25
7/8/2015 16:00,55.25
7/9/2015 16:00,55.5
7/10/2015 16:00,56.08
7/13/2015 16:00,56.74
7/14/2015 16:00,57.25
7/15/2015 16:00,57.78
7/16/2015 16:00,58.17
7/17/2015 16:00,57.94
7/20/2015 16:00,58.05
7/21/2015 16:00,57.95
7/22/2015 16:00,58.52
7/23/2015 16:00,58.21
7/24/2015 16:00,57.78
7/27/2015 16:00,57.59
7/28/2015 16:00,57.4
7/29/2015 16:00,57.96
7/30/2015 16:00,58.15
7/31/2015 16:00,57.87
8/3/2015 16:00,57.91
8/4/2015 16:00,57.82
8/5/2015 16:00,57.65
8/6/2015 16:00,57.53
8/7/2015 16:00,57.47
8/10/2015 16:00,57.94
8/11/2015 16:00,57.21
8/12/2015 16:00,56.72
8/13/2015 16:00,56.89
8/14/2015 16:00,57.33
8/17/2015 16:00,57.35
8/18/2015 16:00,57.54
8/19/2015 16:00,57.06
8/20/2015 16:00,56.12
8/21/2015 16:00,53.97
8/24/2015 16:00,51.25
8/25/2015 16:00,50.02
8/26/2015 16:00,52.3
8/27/2015 16:00,54.03
8/28/2015 16:00,53.54
8/31/2015 16:00,53.33
9/1/2015 16:00,50.99
9/2/2015 16:00,51.99
9/3/2015 16:00,52.43
9/4/2015 16:00,51.29
9/8/2015 16:00,52.93
9/9/2015 16:00,52.19
9/10/2015 16:00,52.56
9/11/2015 16:00,52.62
9/14/2015 16:00,52.77
9/15/2015 16:00,53.47
9/16/2015 16:00,53.72
